"","date","junctionName","time","primaryDownstreamJunctionSection/downStreamJunctionDestination","primaryDownstreamJunctionSection/upStreamJunctionDestination","primaryDownstreamJunctionSection/links/0/speedLimit","primaryDownstreamJunctionSection/avgSpeed","secondaryUpstreamJunctionSection/downStreamJunctionDestination","secondaryUpstreamJunctionSection/upStreamJunctionDestination","secondaryUpstreamJunctionSection/links/0/speedLimit","secondaryUpstreamJunctionSection/avgSpeed","primaryUpstreamJunctionSection/downStreamJunctionDestination","primaryUpstreamJunctionSection/upStreamJunctionDestination","primaryUpstreamJunctionSection/links/0/speedLimit","primaryUpstreamJunctionSection/avgSpeed","secondaryDownstreamJunctionSection/avgSpeed"
"716",2022-04-10,"J13","13:30","Milton Keynes","Milton Keynes",70,67.6643,"Bedford","Milton Keynes",70,69.054596,"Milton Keynes","Flitwick",70,63.32725,61.660526
"717",2022-04-10,"J14","13:30","Northampton","Milton Keynes",70,50.945065,"Milton Keynes","Northampton",70,57.061268,"Milton Keynes","Milton Keynes",70,67.6643,69.054596
"718",2022-04-10,"J15","13:30","Northampton","Northampton",70,27.616417,"Northampton","Northampton",70,48.546776,"Northampton","Milton Keynes",70,50.945065,57.061268
"719",2022-04-10,"J15A","13:30","Northampton","Northampton",70,43.25451,"Northampton","Northampton",70,52.919292,"Northampton","Northampton",70,27.616417,48.546776
"720",2022-04-10,"J16","13:30","Coventry","Northampton",70,62.996628,"Northampton","Limited Access",70,65.72949,"Northampton","Northampton",70,43.25451,52.919292
"721",2022-04-10,"J17","13:30","Rugby","Coventry",70,70,"Limited Access","Rugby",70,70,"Coventry","Northampton",70,62.996628,65.72949
"722",2022-04-10,"J18","13:30","Birmingham","Rugby",70,67.12874,"Rugby","Birmingham",70,69.685196,"Rugby","Coventry",70,70,70
"723",2022-04-10,"J19","13:30","Lutterworth / Rugby","Birmingham",70,68.752625,"Birmingham","Lutterworth / Rugby",70,68.953156,"Birmingham","Rugby",70,67.12874,69.685196
"724",2022-04-10,"J20","13:30","Leicester","Lutterworth / Rugby",70,69.35394,"Lutterworth / Rugby","Leicester",70,67.04656,"Lutterworth / Rugby","Birmingham",70,68.752625,68.953156
"725",2022-04-10,"J21","13:30","Leicester","Leicester",70,59.8272,"Leicester","Limited Access",70,68.28414,"Leicester","Lutterworth / Rugby",70,69.35394,67.04656
"726",2022-04-10,"J21A","13:30","Coalville / Leicester","Leicester",70,70,"Limited Access","Leicester",70,70,"Leicester","Leicester",70,59.8272,68.28414
"727",2022-04-10,"J22","13:30","Loughborough","Coalville / Leicester",70,70,"Leicester","Loughborough",70,69.61422,"Coalville / Leicester","Leicester",70,70,70
"728",2022-04-10,"J23","13:30","Nottingham / East Mids Airport","Loughborough",70,70,"Loughborough","Birmingham",70,70,"Loughborough","Coalville / Leicester",70,70,69.61422
"729",2022-04-10,"J23A","13:30","Derby","Nottingham / East Mids Airport",70,68.52038,"Birmingham","East Mids Airport / Loughborough",70,66.13188,"Nottingham / East Mids Airport","Loughborough",70,70,70
"730",2022-04-10,"J24","13:30","Derby","Derby",70,70,"East Mids Airport / Loughborough","East Mids Airport / Loughborough",70,66.77249,"Derby","Nottingham / East Mids Airport",70,68.52038,66.13188
"731",2022-04-10,"J24A","13:30","Nottingham / Derby","Derby",70,70,"East Mids Airport / Loughborough","Nottingham / Derby",70,69.593575,"Derby","Derby",70,70,66.77249
"732",2022-04-10,"J25","13:30","Nottingham","Nottingham / Derby",70,69.311485,"Nottingham / Derby","Nottingham",70,67.6022,"Nottingham / Derby","Derby",70,70,69.593575
"733",2022-04-10,"J26","13:30","Mansfield","Nottingham",70,68.5378,"Nottingham","Nottingham / Langley Mill",70,70,"Nottingham","Nottingham / Derby",70,69.311485,67.6022
"734",2022-04-10,"J27","13:30","Mansfield","Mansfield",70,68.61176,"Nottingham / Langley Mill","Mansfield",70,70,"Mansfield","Nottingham",70,68.5378,70
"735",2022-04-10,"J28","13:30","Chesterfield / Mansfield","Mansfield",70,67.44107,"Mansfield","Mansfield / Chesterfield",70,69.94937,"Mansfield","Mansfield",70,68.61176,70
"736",2022-04-10,"J29","13:30","Chesterfield (E) / Bolsover","Chesterfield / Mansfield",70,70,"Mansfield / Chesterfield","Chesterfield (E) / Bolsover",70,69.7116,"Chesterfield / Mansfield","Mansfield",70,67.44107,69.94937
"737",2022-04-10,"J29A","13:30","Sheffield","Chesterfield (E) / Bolsover",70,68.46536,"Chesterfield (E) / Bolsover","Worksop",70,68.751884,"Chesterfield (E) / Bolsover","Chesterfield / Mansfield",70,70,69.7116
"738",2022-04-10,"J30","13:30","Sheffield","Sheffield",70,69.549484,"Worksop","Worksop",70,68.002304,"Sheffield","Chesterfield (E) / Bolsover",70,68.46536,68.751884
"739",2022-04-10,"J31","13:30","Doncaster","Sheffield",70,66.35107,"Worksop","Sheffield",70,67.06543,"Sheffield","Sheffield",70,69.549484,68.002304
"740",2022-04-10,"J32","13:30","Sheffield Airport / Rotherham","Doncaster",70,60.482407,"Sheffield","Rotherham",70,63.04469,"Doncaster","Sheffield",70,66.35107,67.06543
"741",2022-04-10,"J33","13:30","Sheffield / Rotherham","Sheffield Airport / Rotherham",70,59.672504,"Rotherham","Sheffield / Rotherham",70,59.277905,"Sheffield Airport / Rotherham","Doncaster",70,60.482407,63.04469
"742",2022-04-10,"J34","13:30","Sheffield / Rotherham","Sheffield / Rotherham",70,64.48455,"Sheffield / Rotherham","Sheffield / Rotherham",70,65.09828,"Sheffield / Rotherham","Sheffield Airport / Rotherham",70,59.672504,59.277905
"743",2022-04-10,"J35","13:30","Chapeltown","Sheffield / Rotherham",70,65.86535,"Sheffield / Rotherham","Limited Access",70,70,"Sheffield / Rotherham","Sheffield / Rotherham",70,64.48455,65.09828
"744",2022-04-10,"J35A","13:30","Barnsley","Chapeltown",70,68.01449,"Limited Access","Hoyland",70,70,"Chapeltown","Sheffield / Rotherham",70,65.86535,70
"745",2022-04-10,"J36","13:30","Barnsley","Barnsley",70,69.17948,"Hoyland","Barnsley",70,70,"Barnsley","Chapeltown",70,68.01449,70
"746",2022-04-10,"J37","13:30","Huddersfield","Barnsley",70,69.68092,"Barnsley","Barnsley",70,69.73182,"Barnsley","Barnsley",70,69.17948,70
"747",2022-04-10,"J38","13:30","Wakefield","Huddersfield",70,68.373184,"Barnsley","Wakefield",70,68.28528,"Huddersfield","Barnsley",70,69.68092,69.73182
"748",2022-04-10,"J39","13:30","Dewsbury / Wakefield","Wakefield",70,65.36825,"Wakefield","Wakefield / Dewsbury",70,68.055046,"Wakefield","Huddersfield",70,68.373184,68.28528
"749",2022-04-10,"J40","13:30","Wakefield","Dewsbury / Wakefield",70,64.68188,"Wakefield / Dewsbury","Wakefield / Morley",70,68.49023,"Dewsbury / Wakefield","Wakefield",70,65.36825,68.055046
"750",2022-04-10,"J41","13:30","Manchester / Hull","Wakefield",70,68.17684,"Wakefield / Morley","Manchester / Hull",70,65.64392,"Wakefield","Dewsbury / Wakefield",70,64.68188,68.49023
"751",2022-04-10,"J42","13:30","Leeds","Manchester / Hull",70,67.94603,"Manchester / Hull","Limited Access",70,66.389946,"Manchester / Hull","Wakefield",70,68.17684,65.64392
"752",2022-04-10,"J43|44","13:30","Limited Access","Leeds",70,70,"Limited Access","Limited Access",70,64.92208,"Leeds","Manchester / Hull",70,67.94603,66.389946
"753",2022-04-10,"J45","13:30","Leeds","Limited Access",70,70,"Limited Access","Leeds / Garforth",70,67.12472,"Limited Access","Leeds",70,70,64.92208
"754",2022-04-10,"J46","13:30","Garforth / A1(M) Interchange","Leeds",70,70,"Leeds / Garforth","Garforth / A1(M) Interchange",70,68.14324,"Leeds","Limited Access",70,70,67.12472
"755",2022-04-10,"J47","13:30","A1 (M) Interchange","Garforth / A1(M) Interchange",70,70,"Garforth / A1(M) Interchange","A1 (M) Interchange",70,70,"Garforth / A1(M) Interchange","Leeds",70,70,68.14324
"756",2022-04-10,"J48","13:30",NA,NA,NA,NA,NA,NA,NA,NA,"A1 (M) Interchange","Garforth / A1(M) Interchange",70,70,70
"757",2022-04-04,"J1","18:30","Limited Access","Brent Cross",70,62.758495,"Brent Cross","Mill Hill",70,56.26011,NA,NA,NA,NA,NA
"758",2022-04-04,"J2","18:30","Limited Access","Limited Access",70,66.1581,"Mill Hill","Edgware",70,70,"Limited Access","Brent Cross",70,62.758495,56.26011
"759",2022-04-04,"J4","18:30","Watford","Limited Access",70,68.5883,"Edgware","Watford",70,70,"Limited Access","Limited Access",70,66.1581,70
"760",2022-04-04,"J5","18:30","St Albans","Watford",70,66.680214,"Watford","St Albans",70,70,"Watford","Limited Access",70,68.5883,70
"761",2022-04-04,"J6","18:30","Limited Access","St Albans",70,62.13712,"St Albans","Heathrow",70,67.802536,"St Albans","Watford",70,66.680214,70
"762",2022-04-04,"J6A","18:30","Limited Access","Limited Access",70,66.304535,"Heathrow","Hemel Hempstead",70,66.48672,"Limited Access","St Albans",70,62.13712,67.802536
"763",2022-04-04,"J7","18:30","Hemel Hempstead","Limited Access",50,55.305595,"Hemel Hempstead","Hemel Hempstead",50,59.3936,"Limited Access","Limited Access",70,66.304535,66.48672
"764",2022-04-04,"J8","18:30","Dunstable","Hemel Hempstead",70,66.27902,"Hemel Hempstead","Harpenden",70,64.451294,"Hemel Hempstead","Limited Access",50,55.305595,59.3936
"765",2022-04-04,"J9","18:30","Luton Airport","Dunstable",70,64.32253,"Harpenden","Luton Airport",70,66.92415,"Dunstable","Hemel Hempstead",70,66.27902,64.451294
"766",2022-04-04,"J10","18:30","Luton","Luton Airport",70,61.517227,"Luton Airport","Luton",70,64.463936,"Luton Airport","Dunstable",70,64.32253,66.92415
"767",2022-04-04,"J11","18:30","Dunstable","Luton",70,66.778725,"Luton","Dunstable",70,61.61157,"Luton","Luton Airport",70,61.517227,64.463936
"768",2022-04-04,"J11A","18:30","Flitwick","Dunstable",70,66.8132,"Dunstable","Flitwick",70,63.514828,"Dunstable","Luton",70,66.778725,61.61157
"769",2022-04-04,"J12","18:30","Milton Keynes","Flitwick",70,63.83487,"Flitwick","Bedford",70,66.41433,"Flitwick","Dunstable",70,66.8132,63.514828
"770",2022-04-04,"J13","18:30","Milton Keynes","Milton Keynes",70,64.196724,"Bedford","Milton Keynes",70,69.28558,"Milton Keynes","Flitwick",70,63.83487,66.41433
"771",2022-04-04,"J14","18:30","Northampton","Milton Keynes",70,56.98248,"Milton Keynes","Northampton",70,58.28744,"Milton Keynes","Milton Keynes",70,64.196724,69.28558
"772",2022-04-04,"J15","18:30","Northampton","Northampton",70,55.371235,"Northampton","Northampton",70,48.646946,"Northampton","Milton Keynes",70,56.98248,58.28744
"773",2022-04-04,"J15A","18:30","Northampton","Northampton",70,57.67627,"Northampton","Northampton",70,54.524094,"Northampton","Northampton",70,55.371235,48.646946
"774",2022-04-04,"J16","18:30","Coventry","Northampton",70,61.206932,"Northampton","Limited Access",70,64.639755,"Northampton","Northampton",70,57.67627,54.524094
"775",2022-04-04,"J17","18:30","Rugby","Coventry",70,70,"Limited Access","Rugby",70,67.72946,"Coventry","Northampton",70,61.206932,64.639755
"776",2022-04-04,"J18","18:30","Birmingham","Rugby",70,69.46243,"Rugby","Birmingham",70,67.40131,"Rugby","Coventry",70,70,67.72946
"777",2022-04-04,"J19","18:30","Lutterworth / Rugby","Birmingham",70,70,"Birmingham","Lutterworth / Rugby",70,62.09902,"Birmingham","Rugby",70,69.46243,67.40131
"778",2022-04-04,"J20","18:30","Leicester","Lutterworth / Rugby",70,70,"Lutterworth / Rugby","Leicester",70,70,"Lutterworth / Rugby","Birmingham",70,70,62.09902
"779",2022-04-04,"J21","18:30","Leicester","Leicester",70,66.364746,"Leicester","Limited Access",70,65.41365,"Leicester","Lutterworth / Rugby",70,70,70
"780",2022-04-04,"J21A","18:30","Coalville / Leicester","Leicester",70,69.66828,"Limited Access","Leicester",70,69.593575,"Leicester","Leicester",70,66.364746,65.41365
"781",2022-04-04,"J22","18:30","Loughborough","Coalville / Leicester",70,70,"Leicester","Loughborough",70,66.79185,"Coalville / Leicester","Leicester",70,69.66828,69.593575
"782",2022-04-04,"J23","18:30","Nottingham / East Mids Airport","Loughborough",70,69.324905,"Loughborough","Birmingham",70,70,"Loughborough","Coalville / Leicester",70,70,66.79185
"783",2022-04-04,"J23A","18:30","Derby","Nottingham / East Mids Airport",70,67.92174,"Birmingham","East Mids Airport / Loughborough",70,70,"Nottingham / East Mids Airport","Loughborough",70,69.324905,70
"784",2022-04-04,"J24","18:30","Derby","Derby",70,70,"East Mids Airport / Loughborough","East Mids Airport / Loughborough",70,66.61708,"Derby","Nottingham / East Mids Airport",70,67.92174,70
"785",2022-04-04,"J24A","18:30","Nottingham / Derby","Derby",70,70,"East Mids Airport / Loughborough","Nottingham / Derby",70,67.72946,"Derby","Derby",70,70,66.61708
"786",2022-04-04,"J25","18:30","Nottingham","Nottingham / Derby",70,70,"Nottingham / Derby","Nottingham",70,70,"Nottingham / Derby","Derby",70,70,67.72946
"787",2022-04-04,"J26","18:30","Mansfield","Nottingham",70,70,"Nottingham","Nottingham / Langley Mill",70,67.108086,"Nottingham","Nottingham / Derby",70,70,70
"788",2022-04-04,"J27","18:30","Mansfield","Mansfield",70,69.23314,"Nottingham / Langley Mill","Mansfield",70,65.24397,"Mansfield","Nottingham",70,70,67.108086
"789",2022-04-04,"J28","18:30","Chesterfield / Mansfield","Mansfield",70,68.50284,"Mansfield","Mansfield / Chesterfield",70,65.61845,"Mansfield","Mansfield",70,69.23314,65.24397
"790",2022-04-04,"J29","18:30","Chesterfield (E) / Bolsover","Chesterfield / Mansfield",70,69.23143,"Mansfield / Chesterfield","Chesterfield (E) / Bolsover",70,69.47555,"Chesterfield / Mansfield","Mansfield",70,68.50284,65.61845
"791",2022-04-04,"J29A","18:30","Sheffield","Chesterfield (E) / Bolsover",70,70,"Chesterfield (E) / Bolsover","Worksop",70,66.19583,"Chesterfield (E) / Bolsover","Chesterfield / Mansfield",70,69.23143,69.47555
"792",2022-04-04,"J30","18:30","Sheffield","Sheffield",70,70,"Worksop","Worksop",70,65.072365,"Sheffield","Chesterfield (E) / Bolsover",70,70,66.19583
"793",2022-04-04,"J31","18:30","Doncaster","Sheffield",70,69.84592,"Worksop","Sheffield",70,69.21221,"Sheffield","Sheffield",70,70,65.072365
"794",2022-04-04,"J32","18:30","Sheffield Airport / Rotherham","Doncaster",70,61.725155,"Sheffield","Rotherham",70,58.463375,"Doncaster","Sheffield",70,69.84592,69.21221
"795",2022-04-04,"J33","18:30","Sheffield / Rotherham","Sheffield Airport / Rotherham",70,59.25458,"Rotherham","Sheffield / Rotherham",70,62.260185,"Sheffield Airport / Rotherham","Doncaster",70,61.725155,58.463375
"796",2022-04-04,"J34","18:30","Sheffield / Rotherham","Sheffield / Rotherham",70,51.296867,"Sheffield / Rotherham","Sheffield / Rotherham",70,68.59511,"Sheffield / Rotherham","Sheffield Airport / Rotherham",70,59.25458,62.260185
"797",2022-04-04,"J35","18:30","Chapeltown","Sheffield / Rotherham",70,68.9722,"Sheffield / Rotherham","Limited Access",70,68.65489,"Sheffield / Rotherham","Sheffield / Rotherham",70,51.296867,68.59511
"798",2022-04-04,"J35A","18:30","Barnsley","Chapeltown",70,70,"Limited Access","Hoyland",70,70,"Chapeltown","Sheffield / Rotherham",70,68.9722,68.65489
"799",2022-04-04,"J36","18:30","Barnsley","Barnsley",70,70,"Hoyland","Barnsley",70,70,"Barnsley","Chapeltown",70,70,70
"800",2022-04-04,"J37","18:30","Huddersfield","Barnsley",70,69.16676,"Barnsley","Barnsley",70,70,"Barnsley","Barnsley",70,70,70
"801",2022-04-04,"J38","18:30","Wakefield","Huddersfield",70,70,"Barnsley","Wakefield",70,70,"Huddersfield","Barnsley",70,69.16676,70
"802",2022-04-04,"J39","18:30","Dewsbury / Wakefield","Wakefield",70,67.356636,"Wakefield","Wakefield / Dewsbury",70,65.21417,"Wakefield","Huddersfield",70,70,70
"803",2022-04-04,"J40","18:30","Wakefield","Dewsbury / Wakefield",70,68.232285,"Wakefield / Dewsbury","Wakefield / Morley",70,67.17186,"Dewsbury / Wakefield","Wakefield",70,67.356636,65.21417
"804",2022-04-04,"J41","18:30","Manchester / Hull","Wakefield",70,70,"Wakefield / Morley","Manchester / Hull",70,66.39815,"Wakefield","Dewsbury / Wakefield",70,68.232285,67.17186
"805",2022-04-04,"J42","18:30","Leeds","Manchester / Hull",70,69.77222,"Manchester / Hull","Limited Access",70,70,"Manchester / Hull","Wakefield",70,70,66.39815
"806",2022-04-04,"J43|44","18:30","Limited Access","Leeds",70,69.60777,"Limited Access","Limited Access",70,70,"Leeds","Manchester / Hull",70,69.77222,70
"807",2022-04-04,"J45","18:30","Leeds","Limited Access",70,65.24397,"Limited Access","Leeds / Garforth",70,70,"Limited Access","Leeds",70,69.60777,70
"808",2022-04-04,"J46","18:30","Garforth / A1(M) Interchange","Leeds",70,69.77932,"Leeds / Garforth","Garforth / A1(M) Interchange",70,70,"Leeds","Limited Access",70,65.24397,70
"809",2022-04-04,"J47","18:30","A1 (M) Interchange","Garforth / A1(M) Interchange",70,70,"Garforth / A1(M) Interchange","A1 (M) Interchange",70,70,"Garforth / A1(M) Interchange","Leeds",70,69.77932,70
"810",2022-04-04,"J48","18:30",NA,NA,NA,NA,NA,NA,NA,NA,"A1 (M) Interchange","Garforth / A1(M) Interchange",70,70,70
"811",2022-04-05,"J1","18:30","Limited Access","Brent Cross",70,70,"Brent Cross","Mill Hill",70,58.50745,NA,NA,NA,NA,NA
"812",2022-04-05,"J2","18:30","Limited Access","Limited Access",70,64.97233,"Mill Hill","Edgware",70,70,"Limited Access","Brent Cross",70,70,58.50745
"813",2022-04-05,"J4","18:30","Watford","Limited Access",70,64.34164,"Edgware","Watford",70,70,"Limited Access","Limited Access",70,64.97233,70
"814",2022-04-05,"J5","18:30","St Albans","Watford",70,64.85698,"Watford","St Albans",70,70,"Watford","Limited Access",70,64.34164,70
"815",2022-04-05,"J6","18:30","Limited Access","St Albans",70,20.505249,"St Albans","Heathrow",70,68.9722,"St Albans","Watford",70,64.85698,70
"816",2022-04-05,"J6A","18:30","Limited Access","Limited Access",70,37.45144,"Heathrow","Hemel Hempstead",70,62.137115,"Limited Access","St Albans",70,20.505249,68.9722
"817",2022-04-05,"J7","18:30","Hemel Hempstead","Limited Access",50,53.8494,"Hemel Hempstead","Hemel Hempstead",50,51.6349,"Limited Access","Limited Access",70,37.45144,62.137115
"818",2022-04-05,"J8","18:30","Dunstable","Hemel Hempstead",70,41.546314,"Hemel Hempstead","Harpenden",70,62.967037,"Hemel Hempstead","Limited Access",50,53.8494,51.6349
"819",2022-04-05,"J9","18:30","Luton Airport","Dunstable",70,58.70897,"Harpenden","Luton Airport",70,63.44117,"Dunstable","Hemel Hempstead",70,41.546314,62.967037
"820",2022-04-05,"J10","18:30","Luton","Luton Airport",70,56.047977,"Luton Airport","Luton",70,58.01443,"Luton Airport","Dunstable",70,58.70897,63.44117
"821",2022-04-05,"J11","18:30","Dunstable","Luton",70,52.726574,"Luton","Dunstable",70,57.16615,"Luton","Luton Airport",70,56.047977,58.01443
"822",2022-04-05,"J11A","18:30","Flitwick","Dunstable",70,59.110348,"Dunstable","Flitwick",70,33.133083,"Dunstable","Luton",70,52.726574,57.16615
"823",2022-04-05,"J12","18:30","Milton Keynes","Flitwick",70,59.936016,"Flitwick","Bedford",70,30.531723,"Flitwick","Dunstable",70,59.110348,33.133083
"824",2022-04-05,"J13","18:30","Milton Keynes","Milton Keynes",70,61.58091,"Bedford","Milton Keynes",70,62.681496,"Milton Keynes","Flitwick",70,59.936016,30.531723
"825",2022-04-05,"J14","18:30","Northampton","Milton Keynes",70,56.124203,"Milton Keynes","Northampton",70,57.054043,"Milton Keynes","Milton Keynes",70,61.58091,62.681496
"826",2022-04-05,"J15","18:30","Northampton","Northampton",70,54.289482,"Northampton","Northampton",70,51.974495,"Northampton","Milton Keynes",70,56.124203,57.054043
"827",2022-04-05,"J15A","18:30","Northampton","Northampton",70,54.05929,"Northampton","Northampton",70,53.799976,"Northampton","Northampton",70,54.289482,51.974495
"828",2022-04-05,"J16","18:30","Coventry","Northampton",70,64.141,"Northampton","Limited Access",70,63.029694,"Northampton","Northampton",70,54.05929,53.799976
"829",2022-04-05,"J17","18:30","Rugby","Coventry",70,68.02932,"Limited Access","Rugby",70,68.9722,"Coventry","Northampton",70,64.141,63.029694
"830",2022-04-05,"J18","18:30","Birmingham","Rugby",70,67.92424,"Rugby","Birmingham",70,70,"Rugby","Coventry",70,68.02932,68.9722
"831",2022-04-05,"J19","18:30","Lutterworth / Rugby","Birmingham",70,69.703354,"Birmingham","Lutterworth / Rugby",70,68.69009,"Birmingham","Rugby",70,67.92424,70
